date,state,district,pincode,demo_age_5_17,demo_age_17_
29-12-2025,Madhya Pradesh,Sehore,466114,0,7
29-12-2025,Madhya Pradesh,Sehore,466125,0,2
29-12-2025,Madhya Pradesh,Sehore,466331,1,22
29-12-2025,Madhya Pradesh,Sehore,466445,0,17
29-12-2025,Madhya Pradesh,Sehore,466665,1,1
02-01-2026,Madhya Pradesh,Sehore,466125,2,4
25-12-2025,Madhya Pradesh,Sehore,466111,1,4
28-12-2025,Madhya Pradesh,Sehore,466001,0,27
28-12-2025,Madhya Pradesh,Sehore,466115,2,8
28-12-2025,Madhya Pradesh,Sehore,466116,2,14
28-12-2025,Madhya Pradesh,Sehore,466221,1,0
28-12-2025,Madhya Pradesh,Sehore,466651,1,6
31-12-2025,Madhya Pradesh,Sehore,466001,1,30
31-12-2025,Madhya Pradesh,Sehore,466448,0,4
01-01-2026,Madhya Pradesh,Sehore,466116,1,15
01-01-2026,Madhya Pradesh,Sehore,466221,1,12
01-01-2026,Madhya Pradesh,Sehore,466331,2,15
01-01-2026,Madhya Pradesh,Sehore,466446,0,8
01-01-2026,Madhya Pradesh,Sehore,466554,1,4
01-01-2026,Madhya Pradesh,Sehore,466661,0,3
03-01-2026,Madhya Pradesh,Sehore,466114,0,3
03-01-2026,Madhya Pradesh,Sehore,466448,0,1
03-01-2026,Madhya Pradesh,Sehore,466554,0,1
23-12-2025,Madhya Pradesh,Sehore,466001,3,45
23-12-2025,Madhya Pradesh,Sehore,466113,1,3
23-12-2025,Madhya Pradesh,Sehore,466116,1,18
23-12-2025,Madhya Pradesh,Sehore,466331,7,38
23-12-2025,Madhya Pradesh,Sehore,466446,1,8
23-12-2025,Madhya Pradesh,Sehore,466665,4,12
25-12-2025,Madhya Pradesh,Sehore,466001,0,9
25-12-2025,Madhya Pradesh,Sehore,466114,0,2
25-12-2025,Madhya Pradesh,Sehore,466331,1,8
25-12-2025,Madhya Pradesh,Sehore,466448,0,1
24-12-2025,Madhya Pradesh,Sehore,466125,1,4
24-12-2025,Madhya Pradesh,Sehore,466221,1,1
24-12-2025,Madhya Pradesh,Sehore,466445,2,4
24-12-2025,Madhya Pradesh,Sehore,466661,1,7
26-12-2025,Madhya Pradesh,Sehore,466665,0,5
27-12-2025,Madhya Pradesh,Sehore,466001,1,23
27-12-2025,Madhya Pradesh,Sehore,466446,1,23
27-12-2025,Madhya Pradesh,Sehore,466665,0,6
14-12-2025,Madhya Pradesh,Sehore,466114,0,3
18-12-2025,Madhya Pradesh,Sehore,466111,1,4
18-12-2025,Madhya Pradesh,Sehore,466661,1,5
19-12-2025,Madhya Pradesh,Sehore,466111,0,7
19-12-2025,Madhya Pradesh,Sehore,466113,0,2
19-12-2025,Madhya Pradesh,Sehore,466118,0,7
20-12-2025,Madhya Pradesh,Sehore,466554,0,1
21-12-2025,Madhya Pradesh,Sehore,466111,0,1
21-12-2025,Madhya Pradesh,Sehore,466125,0,2
21-12-2025,Madhya Pradesh,Sehore,466331,1,3
22-12-2025,Madhya Pradesh,Sehore,466001,4,29
14-12-2025,Madhya Pradesh,Sehore,466115,0,5
14-12-2025,Madhya Pradesh,Sehore,466665,0,2
13-12-2025,Madhya Pradesh,Sehore,466111,0,6
13-12-2025,Madhya Pradesh,Sehore,466221,1,7
13-12-2025,Madhya Pradesh,Sehore,466331,6,29
13-12-2025,Madhya Pradesh,Sehore,466554,1,2
13-12-2025,Madhya Pradesh,Sehore,466661,3,1
13-12-2025,Madhya Pradesh,Sehore,466665,1,4
16-12-2025,Madhya Pradesh,Sehore,466111,1,8
16-12-2025,Madhya Pradesh,Sehore,466116,4,27
16-12-2025,Madhya Pradesh,Sehore,466448,1,4
16-12-2025,Madhya Pradesh,Sehore,466554,0,4
15-12-2025,Madhya Pradesh,Sehore,466001,0,39
15-12-2025,Madhya Pradesh,Sehore,466118,0,2
15-12-2025,Madhya Pradesh,Sehore,466221,1,3
15-12-2025,Madhya Pradesh,Sehore,466448,0,8
15-12-2025,Madhya Pradesh,Sehore,466661,0,4
17-12-2025,Madhya Pradesh,Sehore,466111,0,2
17-12-2025,Madhya Pradesh,Sehore,466114,1,8
17-12-2025,Madhya Pradesh,Sehore,466554,0,8
17-12-2025,Madhya Pradesh,Sehore,466661,0,7
08-12-2025,Madhya Pradesh,Sehore,466221,0,5
09-12-2025,Madhya Pradesh,Sehore,466120,0,7
09-12-2025,Madhya Pradesh,Sehore,466125,1,4
09-12-2025,Madhya Pradesh,Sehore,466221,0,3
09-12-2025,Madhya Pradesh,Sehore,466331,4,27
09-12-2025,Madhya Pradesh,Sehore,466554,0,3
09-12-2025,Madhya Pradesh,Sehore,466651,0,2
10-12-2025,Madhya Pradesh,Sehore,466001,2,37
10-12-2025,Madhya Pradesh,Sehore,466113,0,2
10-12-2025,Madhya Pradesh,Sehore,466331,2,27
10-12-2025,Madhya Pradesh,Sehore,466651,0,12
09-11-2025,Madhya Pradesh,Sehore,466111,0,2
09-11-2025,Madhya Pradesh,Sehore,466446,0,1
09-11-2025,Madhya Pradesh,Sehore,466661,0,2
15-11-2025,Madhya Pradesh,Sehore,466115,1,10
15-11-2025,Madhya Pradesh,Sehore,466221,0,2
16-11-2025,Madhya Pradesh,Sehore,466665,1,0
08-11-2025,Madhya Pradesh,Sehore,466118,0,5
08-11-2025,Madhya Pradesh,Sehore,466331,0,13
08-11-2025,Madhya Pradesh,Sehore,466445,1,5
08-11-2025,Madhya Pradesh,Sehore,466661,0,7
07-11-2025,Madhya Pradesh,Sehore,466111,0,4
07-11-2025,Madhya Pradesh,Sehore,466115,0,22
07-11-2025,Madhya Pradesh,Sehore,466125,1,1
07-11-2025,Madhya Pradesh,Sehore,466448,1,4
07-11-2025,Madhya Pradesh,Sehore,466651,0,3
14-11-2025,Madhya Pradesh,Sehore,466118,0,3
14-11-2025,Madhya Pradesh,Sehore,466221,0,8
14-11-2025,Madhya Pradesh,Sehore,466651,3,5
21-11-2025,Madhya Pradesh,Sehore,466221,1,5
21-11-2025,Madhya Pradesh,Sehore,466661,1,2
11-11-2025,Madhya Pradesh,Sehore,466111,0,2
11-11-2025,Madhya Pradesh,Sehore,466221,0,1
11-11-2025,Madhya Pradesh,Sehore,466331,3,16
13-11-2025,Madhya Pradesh,Sehore,466111,0,5
13-11-2025,Madhya Pradesh,Sehore,466118,0,3
13-11-2025,Madhya Pradesh,Sehore,466445,0,5
13-11-2025,Madhya Pradesh,Sehore,466651,2,5
13-11-2025,Madhya Pradesh,Sehore,466661,0,2
13-11-2025,Madhya Pradesh,Sehore,466665,1,2
12-11-2025,Madhya Pradesh,Sehore,466116,2,16
12-11-2025,Madhya Pradesh,Sehore,466125,1,3
12-11-2025,Madhya Pradesh,Sehore,466331,5,19
17-11-2025,Madhya Pradesh,Sehore,466001,3,30
17-11-2025,Madhya Pradesh,Sehore,466554,1,13
18-11-2025,Madhya Pradesh,Sehore,466118,0,1
18-11-2025,Madhya Pradesh,Sehore,466125,0,1
18-11-2025,Madhya Pradesh,Sehore,466221,0,4
18-11-2025,Madhya Pradesh,Sehore,466661,1,5
29-10-2025,Madhya Pradesh,Sehore,466001,3,25
29-10-2025,Madhya Pradesh,Sehore,466661,1,4
03-11-2025,Madhya Pradesh,Sehore,466331,2,17
03-11-2025,Madhya Pradesh,Sehore,466554,0,6
22-11-2025,Madhya Pradesh,Sehore,466445,2,1
22-11-2025,Madhya Pradesh,Sehore,466446,0,9
22-11-2025,Madhya Pradesh,Sehore,466651,0,2
31-10-2025,Madhya Pradesh,Sehore,466116,1,18
31-10-2025,Madhya Pradesh,Sehore,466221,0,3
31-10-2025,Madhya Pradesh,Sehore,466445,2,6
31-10-2025,Madhya Pradesh,Sehore,466554,1,8
31-10-2025,Madhya Pradesh,Sehore,466651,0,7
31-10-2025,Madhya Pradesh,Sehore,466665,0,5
25-11-2025,Madhya Pradesh,Sehore,466120,0,3
25-11-2025,Madhya Pradesh,Sehore,466445,2,11
25-11-2025,Madhya Pradesh,Sehore,466554,0,1
25-11-2025,Madhya Pradesh,Sehore,466665,0,3
01-11-2025,Madhya Pradesh,Sehore,466120,0,2
01-11-2025,Madhya Pradesh,Sehore,466221,1,3
01-11-2025,Madhya Pradesh,Sehore,466331,5,13
01-11-2025,Madhya Pradesh,Sehore,466448,1,2
30-10-2025,Madhya Pradesh,Sehore,466113,0,1
30-10-2025,Madhya Pradesh,Sehore,466120,0,4
30-10-2025,Madhya Pradesh,Sehore,466125,0,1
24-11-2025,Madhya Pradesh,Sehore,466115,0,9
24-11-2025,Madhya Pradesh,Sehore,466445,2,8
24-11-2025,Madhya Pradesh,Sehore,466554,2,3
24-11-2025,Madhya Pradesh,Sehore,466661,0,5
23-11-2025,Madhya Pradesh,Sehore,466118,0,3
26-11-2025,Madhya Pradesh,Sehore,466113,0,2
26-11-2025,Madhya Pradesh,Sehore,466115,0,10
26-11-2025,Madhya Pradesh,Sehore,466125,0,1
26-11-2025,Madhya Pradesh,Sehore,466661,0,1
01-12-2025,Madhya Pradesh,Sehore,466111,0,6
01-12-2025,Madhya Pradesh,Sehore,466116,2,29
01-12-2025,Madhya Pradesh,Sehore,466554,0,4
02-12-2025,Madhya Pradesh,Sehore,466115,4,6
02-12-2025,Madhya Pradesh,Sehore,466446,2,11
27-11-2025,Madhya Pradesh,Sehore,466554,1,6
27-11-2025,Madhya Pradesh,Sehore,466665,1,3
28-11-2025,Madhya Pradesh,Sehore,466113,0,1
28-11-2025,Madhya Pradesh,Sehore,466331,6,13
29-11-2025,Madhya Pradesh,Sehore,466331,0,5
29-11-2025,Madhya Pradesh,Sehore,466661,0,2
30-11-2025,Madhya Pradesh,Sehore,466554,0,2
01-03-2025,Madhya Pradesh,Sehore,466118,20,110
01-03-2025,Madhya Pradesh,Sehore,466115,82,459
01-04-2025,Madhya Pradesh,Sehore,466001,161,586
01-05-2025,Madhya Pradesh,Sehore,466115,80,362
01-05-2025,Madhya Pradesh,Sehore,466446,92,376
01-06-2025,Madhya Pradesh,Sehore,466331,223,665
01-06-2025,Madhya Pradesh,Sehore,466115,107,396
01-06-2025,Madhya Pradesh,Sehore,466111,18,96
01-03-2025,Madhya Pradesh,Sehore,466554,55,157
01-09-2025,Madhya Pradesh,Sehore,466125,0,2
02-09-2025,Madhya Pradesh,Sehore,466116,7,13
02-09-2025,Madhya Pradesh,Sehore,466120,1,3
02-09-2025,Madhya Pradesh,Sehore,466445,0,15
02-09-2025,Madhya Pradesh,Sehore,466446,1,10
04-09-2025,Madhya Pradesh,Sehore,466111,1,4
04-09-2025,Madhya Pradesh,Sehore,466113,0,1
04-09-2025,Madhya Pradesh,Sehore,466125,0,3
04-09-2025,Madhya Pradesh,Sehore,466445,2,13
04-09-2025,Madhya Pradesh,Sehore,466448,1,3
04-09-2025,Madhya Pradesh,Sehore,466665,0,2
03-09-2025,Madhya Pradesh,Sehore,466113,0,6
03-09-2025,Madhya Pradesh,Sehore,466115,0,13
03-09-2025,Madhya Pradesh,Sehore,466118,0,2
03-09-2025,Madhya Pradesh,Sehore,466448,2,2
03-09-2025,Madhya Pradesh,Sehore,466554,1,2
05-09-2025,Madhya Pradesh,Sehore,466118,0,1
05-09-2025,Madhya Pradesh,Sehore,466221,0,1
06-09-2025,Madhya Pradesh,Sehore,466111,0,1
06-09-2025,Madhya Pradesh,Sehore,466120,0,2
06-09-2025,Madhya Pradesh,Sehore,466665,0,2
08-09-2025,Madhya Pradesh,Sehore,466111,1,3
08-09-2025,Madhya Pradesh,Sehore,466116,4,17
08-09-2025,Madhya Pradesh,Sehore,466118,0,4
08-09-2025,Madhya Pradesh,Sehore,466448,3,2
08-09-2025,Madhya Pradesh,Sehore,466661,0,4
09-09-2025,Madhya Pradesh,Sehore,466446,0,5
09-09-2025,Madhya Pradesh,Sehore,466448,1,7
09-09-2025,Madhya Pradesh,Sehore,466651,2,4
10-09-2025,Madhya Pradesh,Sehore,466651,2,4
11-09-2025,Madhya Pradesh,Sehore,466446,2,4
13-09-2025,Madhya Pradesh,Sehore,466125,0,2
13-09-2025,Madhya Pradesh,Sehore,466661,0,3
12-09-2025,Madhya Pradesh,Sehore,466651,2,1
12-09-2025,Madhya Pradesh,Sehore,466665,1,5
15-09-2025,Madhya Pradesh,Sehore,466115,1,6
15-09-2025,Madhya Pradesh,Sehore,466118,1,2
15-09-2025,Madhya Pradesh,Sehore,466125,0,2
15-09-2025,Madhya Pradesh,Sehore,466446,1,8
15-09-2025,Madhya Pradesh,Sehore,466661,0,2
14-09-2025,Madhya Pradesh,Sehore,466114,0,1
14-09-2025,Madhya Pradesh,Sehore,466120,0,1
14-09-2025,Madhya Pradesh,Sehore,466221,0,1
14-09-2025,Madhya Pradesh,Sehore,466331,0,4
14-09-2025,Madhya Pradesh,Sehore,466446,0,2
16-09-2025,Madhya Pradesh,Sehore,466221,0,4
16-09-2025,Madhya Pradesh,Sehore,466331,3,12
16-09-2025,Madhya Pradesh,Sehore,466554,1,10
16-09-2025,Madhya Pradesh,Sehore,466665,1,2
17-09-2025,Madhya Pradesh,Sehore,466445,5,10
17-09-2025,Madhya Pradesh,Sehore,466446,4,5
18-09-2025,Madhya Pradesh,Sehore,466120,0,6
18-09-2025,Madhya Pradesh,Sehore,466331,0,6
18-09-2025,Madhya Pradesh,Sehore,466554,1,1
18-09-2025,Madhya Pradesh,Sehore,466665,0,6
19-09-2025,Madhya Pradesh,Sehore,466113,1,5
19-09-2025,Madhya Pradesh,Sehore,466651,0,2
19-09-2025,Madhya Pradesh,Sehore,466665,1,0
15-10-2025,Madhya Pradesh,Sehore,466001,9,22
15-10-2025,Madhya Pradesh,Sehore,466113,1,1
15-10-2025,Madhya Pradesh,Sehore,466114,0,3
16-10-2025,Madhya Pradesh,Sehore,466114,0,4
16-10-2025,Madhya Pradesh,Sehore,466115,2,18
16-10-2025,Madhya Pradesh,Sehore,466118,0,3
16-10-2025,Madhya Pradesh,Sehore,466120,1,3
16-10-2025,Madhya Pradesh,Sehore,466125,0,4
16-10-2025,Madhya Pradesh,Sehore,466221,0,3
16-10-2025,Madhya Pradesh,Sehore,466661,1,4
16-10-2025,Madhya Pradesh,Sehore,466665,0,6
26-10-2025,Madhya Pradesh,Sehore,466118,0,1
26-10-2025,Madhya Pradesh,Sehore,466661,0,1
20-10-2025,Madhya Pradesh,Sehore,466116,0,2
20-10-2025,Madhya Pradesh,Sehore,466448,1,0
19-10-2025,Madhya Pradesh,Sehore,466115,0,10
19-10-2025,Madhya Pradesh,Sehore,466118,1,3
19-10-2025,Madhya Pradesh,Sehore,466120,0,1
19-10-2025,Madhya Pradesh,Sehore,466661,0,3
21-10-2025,Madhya Pradesh,Sehore,466111,0,2
21-10-2025,Madhya Pradesh,Sehore,466114,0,1
21-10-2025,Madhya Pradesh,Sehore,466118,0,1
21-10-2025,Madhya Pradesh,Sehore,466221,0,1
21-10-2025,Madhya Pradesh,Sehore,466331,1,3
21-10-2025,Madhya Pradesh,Sehore,466445,3,2
21-10-2025,Madhya Pradesh,Sehore,466448,0,1
27-10-2025,Madhya Pradesh,Sehore,466331,0,6
27-10-2025,Madhya Pradesh,Sehore,466448,0,1
27-10-2025,Madhya Pradesh,Sehore,466554,0,3
27-10-2025,Madhya Pradesh,Sehore,466651,0,2
28-10-2025,Madhya Pradesh,Sehore,466116,2,11
28-10-2025,Madhya Pradesh,Sehore,466118,0,1
28-10-2025,Madhya Pradesh,Sehore,466120,0,3
28-10-2025,Madhya Pradesh,Sehore,466445,0,5
28-10-2025,Madhya Pradesh,Sehore,466448,2,2
02-11-2025,Madhya Pradesh,Sehore,466111,1,1
02-11-2025,Madhya Pradesh,Sehore,466120,0,2
02-11-2025,Madhya Pradesh,Sehore,466665,1,5
18-10-2025,Madhya Pradesh,Sehore,466113,2,0
18-10-2025,Madhya Pradesh,Sehore,466651,0,2
18-10-2025,Madhya Pradesh,Sehore,466661,1,1
18-10-2025,Madhya Pradesh,Sehore,466665,2,3
17-10-2025,Madhya Pradesh,Sehore,466001,1,23
17-10-2025,Madhya Pradesh,Sehore,466116,0,13
17-10-2025,Madhya Pradesh,Sehore,466661,0,1
17-10-2025,Madhya Pradesh,Sehore,466665,0,2
23-10-2025,Madhya Pradesh,Sehore,466114,0,2
24-10-2025,Madhya Pradesh,Sehore,466114,0,2
24-10-2025,Madhya Pradesh,Sehore,466651,0,5
24-10-2025,Madhya Pradesh,Sehore,466665,1,3
25-10-2025,Madhya Pradesh,Sehore,466115,0,18
25-10-2025,Madhya Pradesh,Sehore,466116,1,8
25-10-2025,Madhya Pradesh,Sehore,466125,0,1
25-10-2025,Madhya Pradesh,Sehore,466221,0,2
25-10-2025,Madhya Pradesh,Sehore,466651,0,2
31-10-2025,Madhya Pradesh,Sehore,466118,0,2
13-11-2025,Madhya Pradesh,Sehore,466114,1,1
16-11-2025,Madhya Pradesh,Sehore,466118,1,0
16-11-2025,Madhya Pradesh,Sehore,466125,0,1
07-12-2025,Madhya Pradesh,Sehore,466113,0,2
07-12-2025,Madhya Pradesh,Sehore,466115,1,7
07-12-2025,Madhya Pradesh,Sehore,466665,4,1
05-11-2025,Madhya Pradesh,Sehore,466651,1,2
05-11-2025,Madhya Pradesh,Sehore,466661,0,3
05-11-2025,Madhya Pradesh,Sehore,466665,0,5
06-11-2025,Madhya Pradesh,Sehore,466116,0,27
06-11-2025,Madhya Pradesh,Sehore,466221,0,2
07-11-2025,Madhya Pradesh,Sehore,466118,0,1
07-11-2025,Madhya Pradesh,Sehore,466554,0,4
07-11-2025,Madhya Pradesh,Sehore,466665,0,4
08-11-2025,Madhya Pradesh,Sehore,466115,0,8
08-11-2025,Madhya Pradesh,Sehore,466554,0,2
08-11-2025,Madhya Pradesh,Sehore,466651,1,8
07-12-2025,Madhya Pradesh,Sehore,466001,0,6
07-12-2025,Madhya Pradesh,Sehore,466221,0,1
07-12-2025,Madhya Pradesh,Sehore,466661,0,2
06-12-2025,Madhya Pradesh,Sehore,466221,0,5
06-12-2025,Madhya Pradesh,Sehore,466331,2,18
04-11-2025,Madhya Pradesh,Sehore,466114,0,5
04-11-2025,Madhya Pradesh,Sehore,466120,0,4
04-11-2025,Madhya Pradesh,Sehore,466331,7,18
04-11-2025,Madhya Pradesh,Sehore,466554,0,3
04-11-2025,Madhya Pradesh,Sehore,466661,4,4
04-11-2025,Madhya Pradesh,Sehore,466665,0,1
10-11-2025,Madhya Pradesh,Sehore,466221,1,1
10-11-2025,Madhya Pradesh,Sehore,466446,1,24
10-11-2025,Madhya Pradesh,Sehore,466554,1,9
09-11-2025,Madhya Pradesh,Sehore,466001,0,12
09-11-2025,Madhya Pradesh,Sehore,466125,0,1
09-11-2025,Madhya Pradesh,Sehore,466331,1,2
11-11-2025,Madhya Pradesh,Sehore,466113,0,4
11-11-2025,Madhya Pradesh,Sehore,466114,0,4
11-11-2025,Madhya Pradesh,Sehore,466116,1,17
11-11-2025,Madhya Pradesh,Sehore,466120,4,3
11-11-2025,Madhya Pradesh,Sehore,466448,1,4
11-11-2025,Madhya Pradesh,Sehore,466554,0,7
11-11-2025,Madhya Pradesh,Sehore,466665,0,4
12-11-2025,Madhya Pradesh,Sehore,466114,0,4
12-11-2025,Madhya Pradesh,Sehore,466118,0,2
12-11-2025,Madhya Pradesh,Sehore,466446,0,9
12-11-2025,Madhya Pradesh,Sehore,466448,0,4
13-11-2025,Madhya Pradesh,Sehore,466116,2,14
13-11-2025,Madhya Pradesh,Sehore,466120,0,6
13-11-2025,Madhya Pradesh,Sehore,466221,0,1
13-11-2025,Madhya Pradesh,Sehore,466331,3,14
13-11-2025,Madhya Pradesh,Sehore,466448,0,5
14-11-2025,Madhya Pradesh,Sehore,466116,0,10
14-11-2025,Madhya Pradesh,Sehore,466665,0,5
15-11-2025,Madhya Pradesh,Sehore,466001,0,18
15-11-2025,Madhya Pradesh,Sehore,466125,0,1
15-11-2025,Madhya Pradesh,Sehore,466331,0,9
15-11-2025,Madhya Pradesh,Sehore,466665,0,3
25-12-2025,Madhya Pradesh,Sehore,466118,0,1
28-12-2025,Madhya Pradesh,Sehore,466125,1,2
29-12-2025,Madhya Pradesh,Sehore,466446,3,14
01-01-2026,Madhya Pradesh,Sehore,466120,0,5
31-12-2025,Madhya Pradesh,Sehore,466118,0,1
31-12-2025,Madhya Pradesh,Sehore,466446,1,18
31-12-2025,Madhya Pradesh,Sehore,466554,1,7
02-01-2026,Madhya Pradesh,Sehore,466001,7,35
02-01-2026,Madhya Pradesh,Sehore,466116,2,16
02-01-2026,Madhya Pradesh,Sehore,466118,1,3
02-01-2026,Madhya Pradesh,Sehore,466554,0,4
02-01-2026,Madhya Pradesh,Sehore,466651,4,5
21-12-2025,Madhya Pradesh,Sehore,466448,1,2
21-12-2025,Madhya Pradesh,Sehore,466554,0,2
23-12-2025,Madhya Pradesh,Sehore,466661,2,3
03-01-2026,Madhya Pradesh,Sehore,466001,0,5
03-01-2026,Madhya Pradesh,Sehore,466115,0,3
03-01-2026,Madhya Pradesh,Sehore,466116,1,7
03-01-2026,Madhya Pradesh,Sehore,466125,0,1
03-01-2026,Madhya Pradesh,Sehore,466445,1,2
14-12-2025,Madhya Pradesh,Sehore,466448,1,2
14-12-2025,Madhya Pradesh,Sehore,466661,0,2
23-12-2025,Madhya Pradesh,Sehore,466114,0,1
23-12-2025,Madhya Pradesh,Sehore,466448,2,8
25-12-2025,Madhya Pradesh,Sehore,466446,0,2
25-12-2025,Madhya Pradesh,Sehore,466651,0,4
24-12-2025,Madhya Pradesh,Sehore,466001,2,32
24-12-2025,Madhya Pradesh,Sehore,466114,2,7
24-12-2025,Madhya Pradesh,Sehore,466116,5,22
24-12-2025,Madhya Pradesh,Sehore,466120,1,8
24-12-2025,Madhya Pradesh,Sehore,466448,1,7
26-12-2025,Madhya Pradesh,Sehore,466114,0,6
26-12-2025,Madhya Pradesh,Sehore,466446,3,17
26-12-2025,Madhya Pradesh,Sehore,466448,0,5
27-12-2025,Madhya Pradesh,Sehore,466221,2,3
27-12-2025,Madhya Pradesh,Sehore,466331,1,22
27-12-2025,Madhya Pradesh,Sehore,466445,9,5
27-12-2025,Madhya Pradesh,Sehore,466448,0,4
18-12-2025,Madhya Pradesh,Sehore,466001,5,42
18-12-2025,Madhya Pradesh,Sehore,466113,0,3
18-12-2025,Madhya Pradesh,Sehore,466331,10,29
18-12-2025,Madhya Pradesh,Sehore,466446,1,21
18-12-2025,Madhya Pradesh,Sehore,466651,2,7
21-12-2025,Madhya Pradesh,Sehore,466665,0,1
19-12-2025,Madhya Pradesh,Sehore,466114,0,8
19-12-2025,Madhya Pradesh,Sehore,466125,2,3
19-12-2025,Madhya Pradesh,Sehore,466651,3,10
19-12-2025,Madhya Pradesh,Sehore,466661,2,5
19-12-2025,Madhya Pradesh,Sehore,466665,2,7
14-12-2025,Madhya Pradesh,Sehore,466113,0,1
14-12-2025,Madhya Pradesh,Sehore,466651,0,2
15-12-2025,Madhya Pradesh,Sehore,466113,0,4
15-12-2025,Madhya Pradesh,Sehore,466115,4,32
15-12-2025,Madhya Pradesh,Sehore,466120,3,5
15-12-2025,Madhya Pradesh,Sehore,466554,1,5
16-12-2025,Madhya Pradesh,Sehore,466114,3,5
16-12-2025,Madhya Pradesh,Sehore,466120,1,8
16-12-2025,Madhya Pradesh,Sehore,466446,6,17
16-12-2025,Madhya Pradesh,Sehore,466651,3,6
16-12-2025,Madhya Pradesh,Sehore,466661,0,4
20-12-2025,Madhya Pradesh,Sehore,466113,0,2
20-12-2025,Madhya Pradesh,Sehore,466115,1,10
20-12-2025,Madhya Pradesh,Sehore,466120,0,5
20-12-2025,Madhya Pradesh,Sehore,466651,0,6
22-12-2025,Madhya Pradesh,Sehore,466111,0,5
22-12-2025,Madhya Pradesh,Sehore,466554,0,9
22-12-2025,Madhya Pradesh,Sehore,466661,0,3
13-12-2025,Madhya Pradesh,Sehore,466113,0,1
13-12-2025,Madhya Pradesh,Sehore,466125,0,1
13-12-2025,Madhya Pradesh,Sehore,466651,1,8
17-12-2025,Madhya Pradesh,Sehore,466115,3,22
17-12-2025,Madhya Pradesh,Sehore,466125,0,3
17-12-2025,Madhya Pradesh,Sehore,466651,0,4
08-12-2025,Madhya Pradesh,Sehore,466125,0,4
09-12-2025,Madhya Pradesh,Sehore,466111,1,3
09-12-2025,Madhya Pradesh,Sehore,466115,3,20
09-12-2025,Madhya Pradesh,Sehore,466116,3,24
11-12-2025,Madhya Pradesh,Sehore,466120,0,6
11-12-2025,Madhya Pradesh,Sehore,466125,1,1
11-12-2025,Madhya Pradesh,Sehore,466448,0,1
11-12-2025,Madhya Pradesh,Sehore,466554,0,5
10-12-2025,Madhya Pradesh,Sehore,466115,0,24
10-12-2025,Madhya Pradesh,Sehore,466120,0,3
10-12-2025,Madhya Pradesh,Sehore,466221,0,10
10-12-2025,Madhya Pradesh,Sehore,466448,0,2
10-12-2025,Madhya Pradesh,Sehore,466665,0,9
12-12-2025,Madhya Pradesh,Sehore,466001,7,37
12-12-2025,Madhya Pradesh,Sehore,466118,0,3
12-12-2025,Madhya Pradesh,Sehore,466125,0,2
12-12-2025,Madhya Pradesh,Sehore,466445,2,8
03-12-2025,Madhya Pradesh,Sehore,466115,1,10
03-12-2025,Madhya Pradesh,Sehore,466448,1,2
04-12-2025,Madhya Pradesh,Sehore,466001,5,36
04-12-2025,Madhya Pradesh,Sehore,466116,2,25
04-12-2025,Madhya Pradesh,Sehore,466221,0,4
04-12-2025,Madhya Pradesh,Sehore,466331,5,22
04-12-2025,Madhya Pradesh,Sehore,466445,1,10
04-12-2025,Madhya Pradesh,Sehore,466661,0,3
05-12-2025,Madhya Pradesh,Sehore,466125,0,5
05-12-2025,Madhya Pradesh,Sehore,466554,0,1
18-11-2025,Madhya Pradesh,Sehore,466115,1,11
18-11-2025,Madhya Pradesh,Sehore,466445,0,13
19-11-2025,Madhya Pradesh,Sehore,466118,0,2
03-11-2025,Madhya Pradesh,Sehore,466115,1,7
03-11-2025,Madhya Pradesh,Sehore,466116,2,27
03-11-2025,Madhya Pradesh,Sehore,466445,0,11
03-11-2025,Madhya Pradesh,Sehore,466665,0,3
31-10-2025,Madhya Pradesh,Sehore,466001,1,26
31-10-2025,Madhya Pradesh,Sehore,466115,0,15
31-10-2025,Madhya Pradesh,Sehore,466125,1,4
31-10-2025,Madhya Pradesh,Sehore,466448,0,2
31-10-2025,Madhya Pradesh,Sehore,466661,0,1
17-11-2025,Madhya Pradesh,Sehore,466113,0,2
17-11-2025,Madhya Pradesh,Sehore,466114,0,5
17-11-2025,Madhya Pradesh,Sehore,466116,1,17
17-11-2025,Madhya Pradesh,Sehore,466331,0,20
17-11-2025,Madhya Pradesh,Sehore,466651,0,2
17-11-2025,Madhya Pradesh,Sehore,466661,2,2
21-11-2025,Madhya Pradesh,Sehore,466111,2,3
21-11-2025,Madhya Pradesh,Sehore,466115,0,10
21-11-2025,Madhya Pradesh,Sehore,466446,1,6
21-11-2025,Madhya Pradesh,Sehore,466665,1,1
20-11-2025,Madhya Pradesh,Sehore,466001,2,13
20-11-2025,Madhya Pradesh,Sehore,466331,1,18
20-11-2025,Madhya Pradesh,Sehore,466651,0,6
01-11-2025,Madhya Pradesh,Sehore,466001,4,12
01-11-2025,Madhya Pradesh,Sehore,466111,0,2
01-11-2025,Madhya Pradesh,Sehore,466125,0,2
01-11-2025,Madhya Pradesh,Sehore,466445,1,4
29-10-2025,Madhya Pradesh,Sehore,466114,1,2
29-10-2025,Madhya Pradesh,Sehore,466116,1,12
29-10-2025,Madhya Pradesh,Sehore,466221,0,5
29-10-2025,Madhya Pradesh,Sehore,466445,2,2
29-10-2025,Madhya Pradesh,Sehore,466446,1,11
30-10-2025,Madhya Pradesh,Sehore,466221,0,3
