date,state,district,pincode,bio_age_5_17,bio_age_17_
20-07-2025,Madhya Pradesh,Sehore,466445,0,1
19-07-2025,Madhya Pradesh,Sehore,466001,47,49
19-07-2025,Madhya Pradesh,Sehore,466111,6,10
19-07-2025,Madhya Pradesh,Sehore,466114,3,10
19-07-2025,Madhya Pradesh,Sehore,466115,40,43
19-07-2025,Madhya Pradesh,Sehore,466651,11,18
19-07-2025,Madhya Pradesh,Sehore,466665,17,19
26-07-2025,Madhya Pradesh,Sehore,466111,9,8
26-07-2025,Madhya Pradesh,Sehore,466448,1,1
11-07-2025,Madhya Pradesh,Sehore,466221,5,14
11-07-2025,Madhya Pradesh,Sehore,466661,14,18
16-07-2025,Madhya Pradesh,Sehore,466113,9,12
16-07-2025,Madhya Pradesh,Sehore,466115,49,85
16-07-2025,Madhya Pradesh,Sehore,466120,13,25
16-07-2025,Madhya Pradesh,Sehore,466331,37,73
16-07-2025,Madhya Pradesh,Sehore,466651,16,26
24-07-2025,Madhya Pradesh,Sehore,466001,28,53
24-07-2025,Madhya Pradesh,Sehore,466114,3,15
24-07-2025,Madhya Pradesh,Sehore,466221,10,4
24-07-2025,Madhya Pradesh,Sehore,466554,0,5
25-07-2025,Madhya Pradesh,Sehore,466111,14,21
25-07-2025,Madhya Pradesh,Sehore,466331,31,68
25-07-2025,Madhya Pradesh,Sehore,466651,11,20
25-07-2025,Madhya Pradesh,Sehore,466661,11,14
25-07-2025,Madhya Pradesh,Sehore,466665,11,19
05-07-2025,Madhya Pradesh,Sehore,466554,9,7
05-07-2025,Madhya Pradesh,Sehore,466661,2,13
30-06-2025,Madhya Pradesh,Sehore,466331,81,117
30-06-2025,Madhya Pradesh,Sehore,466446,27,20
30-06-2025,Madhya Pradesh,Sehore,466554,12,22
30-06-2025,Madhya Pradesh,Sehore,466665,39,32
18-07-2025,Madhya Pradesh,Sehore,466331,43,68
18-07-2025,Madhya Pradesh,Sehore,466445,8,14
17-07-2025,Madhya Pradesh,Sehore,466111,6,25
17-07-2025,Madhya Pradesh,Sehore,466115,48,85
17-07-2025,Madhya Pradesh,Sehore,466445,9,11
28-07-2025,Madhya Pradesh,Sehore,466111,17,13
28-07-2025,Madhya Pradesh,Sehore,466113,4,5
28-07-2025,Madhya Pradesh,Sehore,466116,30,57
04-07-2025,Madhya Pradesh,Sehore,466001,22,33
04-07-2025,Madhya Pradesh,Sehore,466114,3,9
04-07-2025,Madhya Pradesh,Sehore,466125,6,2
04-07-2025,Madhya Pradesh,Sehore,466221,6,8
04-07-2025,Madhya Pradesh,Sehore,466446,11,11
08-07-2025,Madhya Pradesh,Sehore,465669,0,1
08-07-2025,Madhya Pradesh,Sehore,466001,43,52
08-07-2025,Madhya Pradesh,Sehore,466114,2,6
10-07-2025,Madhya Pradesh,Sehore,466115,26,42
22-07-2025,Madhya Pradesh,Sehore,466113,2,6
22-07-2025,Madhya Pradesh,Sehore,466114,8,14
22-07-2025,Madhya Pradesh,Sehore,466446,10,8
22-07-2025,Madhya Pradesh,Sehore,466448,4,2
21-07-2025,Madhya Pradesh,Sehore,466115,41,63
21-07-2025,Madhya Pradesh,Sehore,466116,48,68
21-07-2025,Madhya Pradesh,Sehore,466221,9,10
21-07-2025,Madhya Pradesh,Sehore,466446,6,5
29-07-2025,Madhya Pradesh,Sehore,466118,1,2
29-07-2025,Madhya Pradesh,Sehore,466125,1,2
29-07-2025,Madhya Pradesh,Sehore,466331,3,6
29-07-2025,Madhya Pradesh,Sehore,466446,1,3
02-08-2025,Madhya Pradesh,Sehore,466116,17,25
02-08-2025,Madhya Pradesh,Sehore,466446,11,10
02-08-2025,Madhya Pradesh,Sehore,466651,13,8
02-08-2025,Madhya Pradesh,Sehore,466665,6,10
10-09-2025,Madhya Pradesh,Sehore,466117,1,0
10-09-2025,Madhya Pradesh,Sehore,466111,8,21
12-09-2025,Madhya Pradesh,Sehore,466125,6,7
12-09-2025,Madhya Pradesh,Sehore,466331,29,60
12-09-2025,Madhya Pradesh,Sehore,466445,7,15
12-09-2025,Madhya Pradesh,Sehore,466448,0,6
11-09-2025,Madhya Pradesh,Sehore,466001,28,47
11-09-2025,Madhya Pradesh,Sehore,466113,1,3
11-09-2025,Madhya Pradesh,Sehore,466118,1,4
11-09-2025,Madhya Pradesh,Sehore,466331,27,50
07-10-2025,Madhya Pradesh,Sehore,466120,0,1
07-10-2025,Madhya Pradesh,Sehore,466331,3,5
07-10-2025,Madhya Pradesh,Sehore,466445,2,3
07-10-2025,Madhya Pradesh,Sehore,466661,0,2
08-10-2025,Madhya Pradesh,Sehore,466118,3,10
08-10-2025,Madhya Pradesh,Sehore,466125,3,6
29-09-2025,Madhya Pradesh,Sehore,466665,8,13
30-09-2025,Madhya Pradesh,Sehore,466001,14,23
30-09-2025,Madhya Pradesh,Sehore,466116,22,27
30-09-2025,Madhya Pradesh,Sehore,466221,5,4
30-09-2025,Madhya Pradesh,Sehore,466651,4,13
30-09-2025,Madhya Pradesh,Sehore,466665,2,13
01-10-2025,Madhya Pradesh,Sehore,466111,2,5
01-10-2025,Madhya Pradesh,Sehore,466114,3,2
01-10-2025,Madhya Pradesh,Sehore,466116,0,1
03-10-2025,Madhya Pradesh,Sehore,466113,6,1
03-10-2025,Madhya Pradesh,Sehore,466116,19,45
03-10-2025,Madhya Pradesh,Sehore,466118,2,4
03-10-2025,Madhya Pradesh,Sehore,466445,3,4
05-10-2025,Madhya Pradesh,Sehore,466554,0,1
04-10-2025,Madhya Pradesh,Sehore,466116,12,27
04-10-2025,Madhya Pradesh,Sehore,466221,2,1
10-10-2025,Madhya Pradesh,Sehore,466116,17,39
10-10-2025,Madhya Pradesh,Sehore,466117,0,1
10-10-2025,Madhya Pradesh,Sehore,466118,6,7
10-10-2025,Madhya Pradesh,Sehore,466331,19,46
10-10-2025,Madhya Pradesh,Sehore,466554,6,7
10-10-2025,Madhya Pradesh,Sehore,466661,9,10
11-10-2025,Madhya Pradesh,Sehore,466120,12,9
11-10-2025,Madhya Pradesh,Sehore,466651,0,1
11-10-2025,Madhya Pradesh,Sehore,466665,1,0
13-10-2025,Madhya Pradesh,Sehore,466115,47,33
13-10-2025,Madhya Pradesh,Sehore,466116,18,42
13-10-2025,Madhya Pradesh,Sehore,466331,5,43
13-10-2025,Madhya Pradesh,Sehore,466651,0,8
14-10-2025,Madhya Pradesh,Sehore,466001,45,45
14-10-2025,Madhya Pradesh,Sehore,466113,11,3
14-10-2025,Madhya Pradesh,Sehore,466115,40,35
14-10-2025,Madhya Pradesh,Sehore,466116,21,41
14-10-2025,Madhya Pradesh,Sehore,466120,2,3
14-10-2025,Madhya Pradesh,Sehore,466125,3,4
14-10-2025,Madhya Pradesh,Sehore,466651,6,8
14-10-2025,Madhya Pradesh,Sehore,466665,3,9
15-10-2025,Madhya Pradesh,Sehore,466116,24,37
15-10-2025,Madhya Pradesh,Sehore,466118,9,7
15-10-2025,Madhya Pradesh,Sehore,466445,18,7
15-10-2025,Madhya Pradesh,Sehore,466446,10,13
15-10-2025,Madhya Pradesh,Sehore,466554,5,7
15-10-2025,Madhya Pradesh,Sehore,466651,9,20
16-10-2025,Madhya Pradesh,Sehore,466448,3,3
17-11-2025,Madhya Pradesh,Sehore,466001,32,61
17-11-2025,Madhya Pradesh,Sehore,466554,5,8
18-11-2025,Madhya Pradesh,Sehore,466118,4,6
18-11-2025,Madhya Pradesh,Sehore,466125,2,6
18-11-2025,Madhya Pradesh,Sehore,466221,11,16
18-11-2025,Madhya Pradesh,Sehore,466661,6,9
25-11-2025,Madhya Pradesh,Sehore,466120,7,16
25-11-2025,Madhya Pradesh,Sehore,466445,9,7
25-11-2025,Madhya Pradesh,Sehore,466554,4,1
25-11-2025,Madhya Pradesh,Sehore,466665,4,17
10-11-2025,Madhya Pradesh,Sehore,466125,3,6
08-11-2025,Madhya Pradesh,Sehore,466118,3,6
08-11-2025,Madhya Pradesh,Sehore,466331,13,37
08-11-2025,Madhya Pradesh,Sehore,466445,3,5
08-11-2025,Madhya Pradesh,Sehore,466661,13,15
12-11-2025,Madhya Pradesh,Sehore,466116,15,58
12-11-2025,Madhya Pradesh,Sehore,466125,1,4
12-11-2025,Madhya Pradesh,Sehore,466331,21,43
11-11-2025,Madhya Pradesh,Sehore,466111,2,8
11-11-2025,Madhya Pradesh,Sehore,466221,8,9
11-11-2025,Madhya Pradesh,Sehore,466331,20,34
23-11-2025,Madhya Pradesh,Sehore,466446,0,1
24-11-2025,Madhya Pradesh,Sehore,466115,18,33
24-11-2025,Madhya Pradesh,Sehore,466445,8,8
24-11-2025,Madhya Pradesh,Sehore,466554,5,5
24-11-2025,Madhya Pradesh,Sehore,466661,10,20
13-11-2025,Madhya Pradesh,Sehore,466111,5,8
13-11-2025,Madhya Pradesh,Sehore,466118,1,6
13-11-2025,Madhya Pradesh,Sehore,466445,6,3
13-11-2025,Madhya Pradesh,Sehore,466651,5,22
13-11-2025,Madhya Pradesh,Sehore,466661,3,12
13-11-2025,Madhya Pradesh,Sehore,466665,4,9
15-11-2025,Madhya Pradesh,Sehore,466115,4,5
15-11-2025,Madhya Pradesh,Sehore,466221,1,0
14-11-2025,Madhya Pradesh,Sehore,466118,0,3
14-11-2025,Madhya Pradesh,Sehore,466221,3,2
14-11-2025,Madhya Pradesh,Sehore,466651,4,17
22-11-2025,Madhya Pradesh,Sehore,466113,0,3
22-11-2025,Madhya Pradesh,Sehore,466125,0,2
22-11-2025,Madhya Pradesh,Sehore,466445,5,3
22-11-2025,Madhya Pradesh,Sehore,466446,11,4
22-11-2025,Madhya Pradesh,Sehore,466651,4,11
21-11-2025,Madhya Pradesh,Sehore,466221,6,7
21-11-2025,Madhya Pradesh,Sehore,466661,3,15
28-11-2025,Madhya Pradesh,Sehore,466113,5,4
28-11-2025,Madhya Pradesh,Sehore,466331,11,40
29-11-2025,Madhya Pradesh,Sehore,466331,7,13
29-11-2025,Madhya Pradesh,Sehore,466661,3,10
27-11-2025,Madhya Pradesh,Sehore,466554,4,7
27-11-2025,Madhya Pradesh,Sehore,466665,12,8
26-11-2025,Madhya Pradesh,Sehore,466113,3,2
26-11-2025,Madhya Pradesh,Sehore,466115,7,33
26-11-2025,Madhya Pradesh,Sehore,466125,19,5
26-11-2025,Madhya Pradesh,Sehore,466661,6,11
24-12-2025,Madhya Pradesh,Sehore,466125,8,7
24-12-2025,Madhya Pradesh,Sehore,466221,10,3
24-12-2025,Madhya Pradesh,Sehore,466445,19,13
24-12-2025,Madhya Pradesh,Sehore,466661,12,18
25-12-2025,Madhya Pradesh,Sehore,466001,1,1
25-12-2025,Madhya Pradesh,Sehore,466331,0,1
01-12-2025,Madhya Pradesh,Sehore,466111,5,15
01-12-2025,Madhya Pradesh,Sehore,466116,67,68
01-12-2025,Madhya Pradesh,Sehore,466554,1,3
02-12-2025,Madhya Pradesh,Sehore,466115,16,46
02-12-2025,Madhya Pradesh,Sehore,466446,5,10
04-12-2025,Madhya Pradesh,Sehore,466115,15,21
04-12-2025,Madhya Pradesh,Sehore,466651,5,18
05-12-2025,Madhya Pradesh,Sehore,466331,12,39
05-12-2025,Madhya Pradesh,Sehore,466445,4,5
05-12-2025,Madhya Pradesh,Sehore,466446,2,10
05-12-2025,Madhya Pradesh,Sehore,466665,5,9
07-12-2025,Madhya Pradesh,Sehore,466554,2,0
03-12-2025,Madhya Pradesh,Sehore,466113,1,4
03-12-2025,Madhya Pradesh,Sehore,466116,59,57
03-12-2025,Madhya Pradesh,Sehore,466221,9,9
03-12-2025,Madhya Pradesh,Sehore,466651,5,19
08-12-2025,Madhya Pradesh,Sehore,466221,12,13
09-12-2025,Madhya Pradesh,Sehore,466120,8,9
09-12-2025,Madhya Pradesh,Sehore,466125,7,9
09-12-2025,Madhya Pradesh,Sehore,466221,7,10
09-12-2025,Madhya Pradesh,Sehore,466331,15,45
09-12-2025,Madhya Pradesh,Sehore,466554,2,1
09-12-2025,Madhya Pradesh,Sehore,466651,4,17
06-12-2025,Madhya Pradesh,Sehore,466114,9,15
06-12-2025,Madhya Pradesh,Sehore,466115,8,24
06-12-2025,Madhya Pradesh,Sehore,466118,6,5
06-12-2025,Madhya Pradesh,Sehore,466125,5,7
06-12-2025,Madhya Pradesh,Sehore,466661,4,10
20-12-2025,Madhya Pradesh,Sehore,466554,6,5
22-12-2025,Madhya Pradesh,Sehore,466001,55,69
10-12-2025,Madhya Pradesh,Sehore,466001,22,48
10-12-2025,Madhya Pradesh,Sehore,466113,3,5
10-12-2025,Madhya Pradesh,Sehore,466331,19,48
10-12-2025,Madhya Pradesh,Sehore,466651,11,32
11-12-2025,Madhya Pradesh,Sehore,466113,0,4
11-12-2025,Madhya Pradesh,Sehore,466114,9,11
11-12-2025,Madhya Pradesh,Sehore,466665,9,17
12-12-2025,Madhya Pradesh,Sehore,466113,5,6
12-12-2025,Madhya Pradesh,Sehore,466114,11,7
12-12-2025,Madhya Pradesh,Sehore,466651,10,19
12-12-2025,Madhya Pradesh,Sehore,466661,5,6
12-12-2025,Madhya Pradesh,Sehore,466665,5,12
13-12-2025,Madhya Pradesh,Sehore,466111,8,37
13-12-2025,Madhya Pradesh,Sehore,466221,12,11
13-12-2025,Madhya Pradesh,Sehore,466331,37,42
13-12-2025,Madhya Pradesh,Sehore,466554,15,4
13-12-2025,Madhya Pradesh,Sehore,466661,19,5
13-12-2025,Madhya Pradesh,Sehore,466665,10,7
19-12-2025,Madhya Pradesh,Sehore,466111,20,31
19-12-2025,Madhya Pradesh,Sehore,466113,9,5
19-12-2025,Madhya Pradesh,Sehore,466118,7,20
15-12-2025,Madhya Pradesh,Sehore,466001,83,64
15-12-2025,Madhya Pradesh,Sehore,466118,1,12
15-12-2025,Madhya Pradesh,Sehore,466221,11,5
15-12-2025,Madhya Pradesh,Sehore,466448,9,2
15-12-2025,Madhya Pradesh,Sehore,466661,45,16
16-12-2025,Madhya Pradesh,Sehore,466111,30,26
16-12-2025,Madhya Pradesh,Sehore,466116,55,54
16-12-2025,Madhya Pradesh,Sehore,466448,11,11
16-12-2025,Madhya Pradesh,Sehore,466554,6,11
18-12-2025,Madhya Pradesh,Sehore,466111,23,33
18-12-2025,Madhya Pradesh,Sehore,466661,12,15
17-12-2025,Madhya Pradesh,Sehore,466111,28,30
17-12-2025,Madhya Pradesh,Sehore,466114,7,12
17-12-2025,Madhya Pradesh,Sehore,466554,6,5
17-12-2025,Madhya Pradesh,Sehore,466661,10,12
23-12-2025,Madhya Pradesh,Sehore,466001,44,69
23-12-2025,Madhya Pradesh,Sehore,466113,5,7
23-12-2025,Madhya Pradesh,Sehore,466116,25,31
23-12-2025,Madhya Pradesh,Sehore,466331,35,66
23-12-2025,Madhya Pradesh,Sehore,466446,5,7
23-12-2025,Madhya Pradesh,Sehore,466665,2,14
26-12-2025,Madhya Pradesh,Sehore,466665,9,6
01-03-2025,Madhya Pradesh,Sehore,466001,705,1231
01-03-2025,Madhya Pradesh,Sehore,466113,92,98
01-03-2025,Madhya Pradesh,Sehore,466116,604,1041
01-04-2025,Madhya Pradesh,Sehore,466221,186,140
01-04-2025,Madhya Pradesh,Sehore,466661,209,257
01-05-2025,Madhya Pradesh,Sehore,466001,1227,1345
01-05-2025,Madhya Pradesh,Sehore,466125,166,127
01-04-2025,Madhya Pradesh,Sehore,466113,122,130
01-04-2025,Madhya Pradesh,Sehore,466120,298,287
01-04-2025,Madhya Pradesh,Sehore,466448,125,186
01-04-2025,Madhya Pradesh,Sehore,466651,237,249
01-05-2025,Madhya Pradesh,Sehore,466111,360,341
01-06-2025,Madhya Pradesh,Sehore,466221,300,195
01-05-2025,Madhya Pradesh,Sehore,466116,1561,1103
01-05-2025,Madhya Pradesh,Sehore,466448,153,116
01-06-2025,Madhya Pradesh,Sehore,466446,454,318
20-10-2025,Madhya Pradesh,Sehore,466115,0,1
20-10-2025,Madhya Pradesh,Sehore,466331,0,2
20-10-2025,Madhya Pradesh,Sehore,466446,1,0
26-10-2025,Madhya Pradesh,Sehore,466554,0,1
02-11-2025,Madhya Pradesh,Sehore,466331,15,36
02-11-2025,Madhya Pradesh,Sehore,466446,10,8
05-11-2025,Madhya Pradesh,Sehore,466118,2,8
05-11-2025,Madhya Pradesh,Sehore,466221,3,8
09-11-2025,Madhya Pradesh,Sehore,466115,9,22
16-11-2025,Madhya Pradesh,Sehore,466221,5,3
16-11-2025,Madhya Pradesh,Sehore,466448,3,3
03-01-2026,Madhya Pradesh,Sehore,466113,1,0
14-12-2025,Madhya Pradesh,Sehore,466111,4,9
14-12-2025,Madhya Pradesh,Sehore,466221,1,6
28-12-2025,Madhya Pradesh,Sehore,466113,0,2
28-12-2025,Madhya Pradesh,Sehore,466118,2,3
28-12-2025,Madhya Pradesh,Sehore,466120,5,6
28-12-2025,Madhya Pradesh,Sehore,466331,23,19
28-12-2025,Madhya Pradesh,Sehore,466446,8,3
28-12-2025,Madhya Pradesh,Sehore,466448,3,1
27-12-2025,Madhya Pradesh,Sehore,466117,0,1
01-01-2026,Madhya Pradesh,Sehore,466651,9,29
01-01-2026,Madhya Pradesh,Sehore,466665,15,14
02-01-2026,Madhya Pradesh,Sehore,466114,7,7
02-01-2026,Madhya Pradesh,Sehore,466120,6,10
02-01-2026,Madhya Pradesh,Sehore,466331,22,41
02-01-2026,Madhya Pradesh,Sehore,466661,11,12
25-12-2025,Madhya Pradesh,Sehore,466554,51,16
29-12-2025,Madhya Pradesh,Sehore,466115,17,23
29-12-2025,Madhya Pradesh,Sehore,466221,3,4
29-12-2025,Madhya Pradesh,Sehore,466448,4,4
29-12-2025,Madhya Pradesh,Sehore,466661,3,8
25-12-2025,Madhya Pradesh,Sehore,466115,0,2
25-12-2025,Madhya Pradesh,Sehore,466665,1,5
23-11-2025,Madhya Pradesh,Sehore,466113,0,1
23-11-2025,Madhya Pradesh,Sehore,466116,0,2
23-11-2025,Madhya Pradesh,Sehore,466661,0,1
21-12-2025,Madhya Pradesh,Sehore,466115,0,3
21-12-2025,Madhya Pradesh,Sehore,466116,0,2
21-12-2025,Madhya Pradesh,Sehore,466661,0,1
14-12-2025,Madhya Pradesh,Sehore,466116,0,1
14-12-2025,Madhya Pradesh,Sehore,466446,0,3
07-12-2025,Madhya Pradesh,Sehore,466116,0,6
07-12-2025,Madhya Pradesh,Sehore,466331,0,2
16-11-2025,Madhya Pradesh,Sehore,466114,0,1
16-11-2025,Madhya Pradesh,Sehore,466116,0,1
15-11-2025,Madhya Pradesh,Sehore,466118,0,1
09-11-2025,Madhya Pradesh,Sehore,466116,0,1
21-09-2025,Madhya Pradesh,Sehore,466661,0,1
28-09-2025,Madhya Pradesh,Sehore,466331,0,1
28-09-2025,Madhya Pradesh,Sehore,466651,0,1
14-09-2025,Madhya Pradesh,Sehore,466118,0,1
19-09-2025,Madhya Pradesh,Sehore,466448,0,2
11-10-2025,Madhya Pradesh,Sehore,466113,0,1
12-10-2025,Madhya Pradesh,Sehore,466118,0,1
12-10-2025,Madhya Pradesh,Sehore,466554,0,2
23-10-2025,Madhya Pradesh,Sehore,466661,0,4
19-10-2025,Madhya Pradesh,Sehore,466001,0,1
19-10-2025,Madhya Pradesh,Sehore,466331,1,0
26-10-2025,Madhya Pradesh,Sehore,466111,0,1
26-10-2025,Madhya Pradesh,Sehore,466113,0,1
26-10-2025,Madhya Pradesh,Sehore,466221,0,1
21-10-2025,Madhya Pradesh,Sehore,466115,0,1
21-10-2025,Madhya Pradesh,Sehore,466554,0,1
02-10-2025,Madhya Pradesh,Sehore,466331,1,0
24-08-2025,Madhya Pradesh,Sehore,466001,0,2
24-08-2025,Madhya Pradesh,Sehore,466111,1,1
24-08-2025,Madhya Pradesh,Sehore,466221,0,1
24-08-2025,Madhya Pradesh,Sehore,466651,0,2
07-09-2025,Madhya Pradesh,Sehore,466114,1,1
07-09-2025,Madhya Pradesh,Sehore,466554,0,3
06-09-2025,Madhya Pradesh,Sehore,466554,0,2
31-08-2025,Madhya Pradesh,Sehore,466116,0,1
15-08-2025,Madhya Pradesh,Sehore,466116,0,3
15-08-2025,Madhya Pradesh,Sehore,466445,0,1
17-08-2025,Madhya Pradesh,Sehore,466331,0,2
16-08-2025,Madhya Pradesh,Sehore,466111,0,1
16-08-2025,Madhya Pradesh,Sehore,466115,0,1
16-08-2025,Madhya Pradesh,Sehore,466221,0,1
16-08-2025,Madhya Pradesh,Sehore,466661,0,2
05-09-2025,Madhya Pradesh,Sehore,466115,0,2
05-09-2025,Madhya Pradesh,Sehore,466331,1,4
09-08-2025,Madhya Pradesh,Sehore,466651,0,1
06-10-2025,Madhya Pradesh,Sehore,466115,26,50
06-10-2025,Madhya Pradesh,Sehore,466118,3,9
06-10-2025,Madhya Pradesh,Sehore,466331,19,46
06-10-2025,Madhya Pradesh,Sehore,466554,3,17
04-10-2025,Madhya Pradesh,Sehore,466001,15,22
04-10-2025,Madhya Pradesh,Sehore,466111,7,8
04-10-2025,Madhya Pradesh,Sehore,466113,5,5
04-10-2025,Madhya Pradesh,Sehore,466446,6,4
09-10-2025,Madhya Pradesh,Sehore,466114,5,6
09-10-2025,Madhya Pradesh,Sehore,466446,9,8
09-10-2025,Madhya Pradesh,Sehore,466665,6,12
13-11-2025,Madhya Pradesh,Sehore,466113,1,1
13-11-2025,Madhya Pradesh,Sehore,466115,22,27
02-11-2025,Madhya Pradesh,Sehore,466554,1,1
01-11-2025,Madhya Pradesh,Sehore,466554,3,3
03-11-2025,Madhya Pradesh,Sehore,466120,2,9
03-11-2025,Madhya Pradesh,Sehore,466125,0,5
03-11-2025,Madhya Pradesh,Sehore,466448,0,1
04-11-2025,Madhya Pradesh,Sehore,466113,4,4
04-11-2025,Madhya Pradesh,Sehore,466115,19,28
04-11-2025,Madhya Pradesh,Sehore,466446,6,9
14-11-2025,Madhya Pradesh,Sehore,466115,13,17
14-11-2025,Madhya Pradesh,Sehore,466125,4,4
14-11-2025,Madhya Pradesh,Sehore,466554,12,4
15-11-2025,Madhya Pradesh,Sehore,466554,0,3
15-11-2025,Madhya Pradesh,Sehore,466661,0,1
17-10-2025,Madhya Pradesh,Sehore,466115,77,32
17-10-2025,Madhya Pradesh,Sehore,466120,11,16
17-10-2025,Madhya Pradesh,Sehore,466125,3,5
17-10-2025,Madhya Pradesh,Sehore,466448,9,2
22-10-2025,Madhya Pradesh,Sehore,466114,1,1
22-10-2025,Madhya Pradesh,Sehore,466125,0,1
22-10-2025,Madhya Pradesh,Sehore,466331,2,3
22-10-2025,Madhya Pradesh,Sehore,466661,1,0
23-10-2025,Madhya Pradesh,Sehore,466115,6,20
23-10-2025,Madhya Pradesh,Sehore,466120,0,1
23-10-2025,Madhya Pradesh,Sehore,466221,1,1
23-10-2025,Madhya Pradesh,Sehore,466446,4,7
11-11-2025,Madhya Pradesh,Sehore,466001,48,60
11-11-2025,Madhya Pradesh,Sehore,466125,1,4
11-11-2025,Madhya Pradesh,Sehore,466445,5,8
11-11-2025,Madhya Pradesh,Sehore,466446,9,8
12-11-2025,Madhya Pradesh,Sehore,466445,4,9
12-11-2025,Madhya Pradesh,Sehore,466554,1,5
28-10-2025,Madhya Pradesh,Sehore,466111,11,6
28-10-2025,Madhya Pradesh,Sehore,466114,2,3
28-10-2025,Madhya Pradesh,Sehore,466331,17,44
28-10-2025,Madhya Pradesh,Sehore,466446,6,8
28-10-2025,Madhya Pradesh,Sehore,466554,5,7
31-10-2025,Madhya Pradesh,Sehore,466120,1,10
08-11-2025,Madhya Pradesh,Sehore,466001,40,32
08-11-2025,Madhya Pradesh,Sehore,466114,1,6
08-11-2025,Madhya Pradesh,Sehore,466125,13,4
08-11-2025,Madhya Pradesh,Sehore,466221,3,2
08-11-2025,Madhya Pradesh,Sehore,466446,2,4
08-11-2025,Madhya Pradesh,Sehore,466665,10,24
10-10-2025,Madhya Pradesh,Sehore,466113,2,4
10-10-2025,Madhya Pradesh,Sehore,466114,8,5
10-10-2025,Madhya Pradesh,Sehore,466115,75,24
10-10-2025,Madhya Pradesh,Sehore,466125,2,6
10-10-2025,Madhya Pradesh,Sehore,466221,6,5
10-10-2025,Madhya Pradesh,Sehore,466665,15,14
13-10-2025,Madhya Pradesh,Sehore,466001,40,30
13-10-2025,Madhya Pradesh,Sehore,466120,8,10
13-10-2025,Madhya Pradesh,Sehore,466446,5,1
13-10-2025,Madhya Pradesh,Sehore,466554,3,0
13-10-2025,Madhya Pradesh,Sehore,466661,3,4
25-10-2025,Madhya Pradesh,Sehore,466661,0,6
24-10-2025,Madhya Pradesh,Sehore,466115,9,42
24-10-2025,Madhya Pradesh,Sehore,466116,13,56
24-10-2025,Madhya Pradesh,Sehore,466120,4,12
24-10-2025,Madhya Pradesh,Sehore,466445,7,9
24-10-2025,Madhya Pradesh,Sehore,466448,3,10
10-11-2025,Madhya Pradesh,Sehore,466113,3,12
10-11-2025,Madhya Pradesh,Sehore,466114,5,12
10-11-2025,Madhya Pradesh,Sehore,466651,19,33
30-10-2025,Madhya Pradesh,Sehore,466111,8,7
30-10-2025,Madhya Pradesh,Sehore,466114,6,5
30-10-2025,Madhya Pradesh,Sehore,466445,8,6
30-10-2025,Madhya Pradesh,Sehore,466661,5,13
29-10-2025,Madhya Pradesh,Sehore,466111,4,8
29-10-2025,Madhya Pradesh,Sehore,466113,6,5
29-10-2025,Madhya Pradesh,Sehore,466125,1,6
29-10-2025,Madhya Pradesh,Sehore,466554,4,9
29-10-2025,Madhya Pradesh,Sehore,466665,3,10
05-11-2025,Madhya Pradesh,Sehore,466120,1,5
06-11-2025,Madhya Pradesh,Sehore,466001,49,83
06-11-2025,Madhya Pradesh,Sehore,466115,23,32
06-11-2025,Madhya Pradesh,Sehore,466118,2,3
06-11-2025,Madhya Pradesh,Sehore,466445,4,4
06-11-2025,Madhya Pradesh,Sehore,466448,2,2
07-11-2025,Madhya Pradesh,Sehore,466221,4,6
07-11-2025,Madhya Pradesh,Sehore,466446,3,10
16-11-2025,Madhya Pradesh,Sehore,466001,3,0
18-11-2025,Madhya Pradesh,Sehore,466111,9,16
18-11-2025,Madhya Pradesh,Sehore,466114,3,10
18-11-2025,Madhya Pradesh,Sehore,466331,18,43
18-11-2025,Madhya Pradesh,Sehore,466446,15,10
18-11-2025,Madhya Pradesh,Sehore,466448,4,4
18-11-2025,Madhya Pradesh,Sehore,466651,15,31
18-11-2025,Madhya Pradesh,Sehore,466665,6,24
17-11-2025,Madhya Pradesh,Sehore,466120,6,15
17-11-2025,Madhya Pradesh,Sehore,466125,4,11
20-11-2025,Madhya Pradesh,Sehore,466446,4,4
20-11-2025,Madhya Pradesh,Sehore,466448,0,2
21-11-2025,Madhya Pradesh,Sehore,466114,7,6
21-11-2025,Madhya Pradesh,Sehore,466448,4,2
21-11-2025,Madhya Pradesh,Sehore,466554,7,7
21-11-2025,Madhya Pradesh,Sehore,466651,10,17
19-11-2025,Madhya Pradesh,Sehore,466111,6,11
19-11-2025,Madhya Pradesh,Sehore,466114,5,13
19-11-2025,Madhya Pradesh,Sehore,466115,24,41
19-11-2025,Madhya Pradesh,Sehore,466120,7,12
19-11-2025,Madhya Pradesh,Sehore,466221,2,9
19-11-2025,Madhya Pradesh,Sehore,466331,24,26
19-11-2025,Madhya Pradesh,Sehore,466651,11,23
24-11-2025,Madhya Pradesh,Sehore,466001,36,51
24-11-2025,Madhya Pradesh,Sehore,466113,2,6
24-11-2025,Madhya Pradesh,Sehore,466116,32,47
24-11-2025,Madhya Pradesh,Sehore,466118,4,3
24-11-2025,Madhya Pradesh,Sehore,466665,8,15
22-11-2025,Madhya Pradesh,Sehore,466001,31,21
22-11-2025,Madhya Pradesh,Sehore,466221,2,7
27-11-2025,Madhya Pradesh,Sehore,466448,1,3
28-11-2025,Madhya Pradesh,Sehore,466446,17,11
